fish_species,prey_kingdom,prey_taxon,prey_class,prey_origin,prey_stage,diet_value,diet_units,diet_type,diet_percent,record_id,source_id,fish_id,start_date,end_date,sampling_interval,data_sorted_by,fish_min_length,fish_average_length,fish_max_length,fish_length_units,fish_length_measure,habitat_broad,habitat,longitude,latitude
Notropis micropogon,Metazoa,simulium larvae,Insecta,aquatic,larvae,14.3,percent,volume,14.3,0001JR1EEPC8DCB31YGHYXN12H,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,other diptera_larvae,Insecta,aquatic or terrestrial,larvae,0.9,percent,volume,0.9,0001JR1EEPQWBY69F0WQGD0XSQ,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,diptera pupae,Insecta,aquatic or terrestrial,pupae,1.5,percent,volume,1.5,0001JR1EEPWRMVEGN57NA1D4W3,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,diptera adults,Insecta,aquatic or terrestrial,adults,0.1,percent,volume,0.1,0001JR1EEP5PXH41FSPSM5NQZY,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,insecta remains,Insecta,aquatic or terrestrial,NA,11.4,percent,volume,11.4,0001JR1EEPWBD135E8BH73M305,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,arachnids,Arachnida,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPP79NX00TWWQEGBHM,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,cladocera,Branchiopoda,aquatic,NA,0,percent,volume,0,0001JR1EEP3QA6AQSBDNCHFCSK,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,ostracoda,Ostracoda,aquatic,NA,0,percent,volume,0,0001JR1EEPH02C2QEKR8JZ5EX5,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,cambarus,Malacostraca,aquatic,NA,0,percent,volume,0,0001JR1EEPJ25CBWRN7FNJFH73,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,gastropoda,Gastropoda,aquatic or terrestrial,NA,4.8,percent,volume,4.8,0001JR1EEPWA6TWEV5TDZ7GC4X,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Metazoa,pelecypoda,Bivalvia,aquatic,NA,0.8,percent,volume,0.8,0001JR1EEPA3VG0J20WJAY6XGT,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis micropogon,Plantae,filamentous algae,NA,aquatic,NA,10.5,percent,volume,10.5,0001JR1EEPNB8GJD4KMPSC0RFW,418,0001H8AKSQ5F3D71H99ZY9CRF9,1939-09-25,1939-09-25,NA,NA,6,NA,6,cm,NA,lotic,lotic,-78.00501,43.29869
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,27,percent,volume,27,0001JR1EEPWWNKBK80001WF1QN,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,5,percent,volume,5,0001JR1EEP67Q4S5WK86MYGP14,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,11,percent,volume,11,0001JR1EEPZ43BAVEPJPA8Y0C4,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,3,percent,volume,3,0001JR1EEPEYZBKNA0VC7KFJTS,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,0,percent,volume,0,0001JR1EEPFBDJ42BT629NKVZ2,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,22,percent,volume,22,0001JR1EEPBZMTB4EFC93N38GP,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPFRJAN1WDS3EX44EB,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,cladocera,Branchiopoda,aquatic,NA,NA,percent,volume,NA,0001JR1EEPWSV2AADFXZ6Y2DGV,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,oligochaeta,Clitellata,aquatic or terrestrial,NA,3,percent,volume,3,0001JR1EEPEYAPPC8R86EH4RXF,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,algae,NA,aquatic,NA,1,percent,volume,1,0001JR1EEPZ6AW6E8K84H9KMAB,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,NA,diatoms,Bacillariophyceae,aquatic,NA,0,percent,volume,0,0001JR1EEPVM7YEZ2JKF444DD6,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,plant seeds,NA,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPP54T2D1KHMB769ME,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,eggs,NA,aquatic or terrestrial,eggs,0,percent,volume,0,0001JR1EEP7DY2MS0GR78G36EZ,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,volume,0,0001JR1EEP3EXN83ATJ1SNRQWN,476,0001H8AKSQKZ1R8A72FQ0R9PAD,1970-02-01,1971-03-01,NA,NA,1.6,NA,2.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,18,percent,volume,18,0001JR1EEPZHX4K5TWZTDT8XD4,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,15,percent,volume,15,0001JR1EEPDSPVT7G7X97VGK94,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,7,percent,volume,7,0001JR1EEPXP6H55VNFN5G2VJP,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEPDA7EE6CPCFXWE4Z9,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,0,percent,volume,0,0001JR1EEP89WZ64VD5GTFS2HC,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,17,percent,volume,17,0001JR1EEP83614V1849YJ48AJ,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEP52QD2FNZT50DGK1P,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,cladocera,Branchiopoda,aquatic,NA,0,percent,volume,0,0001JR1EEPF25Y6GS6ZG360Q1Z,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,oligochaeta,Clitellata,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEP7MTY4GD3YV7YD40C,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,algae,NA,aquatic,NA,NA,percent,volume,NA,0001JR1EEPTRCE6JJAKH84JVYP,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,NA,diatoms,Bacillariophyceae,aquatic,NA,NA,percent,volume,NA,0001JR1EEPETDBEA9TXF6CZR34,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,plant seeds,NA,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEP5SJKTD6BXGHJFH43,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,eggs,NA,aquatic or terrestrial,eggs,0,percent,volume,0,0001JR1EEPNN6GEJPJ12CGR6P9,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,volume,0,0001JR1EEP86V3ZRA6GPZN8SB7,476,0001H8AKSQ698TEJVVBK1PDENQ,1970-02-01,1971-03-01,NA,NA,2.6,NA,3.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,17,percent,volume,17,0001JR1EEP55630Q8XG47MK2X7,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,12,percent,volume,12,0001JR1EEPJ0089QR4B8A3TR15,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,3,percent,volume,3,0001JR1EEP2M67HKN4J8FN8QJT,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEPF0QP7FH1A4TDWSWY,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,0,percent,volume,0,0001JR1EEP5DQ6SY56VPGPNTBQ,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEPJQB9G5PXA0JMJ8J4,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,NA,percent,volume,NA,0001JR1EEP0N4AMQF5APGBAW3S,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,cladocera,Branchiopoda,aquatic,NA,0,percent,volume,0,0001JR1EEPR3QQWMQMTKA80Q61,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,oligochaeta,Clitellata,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEP9SN84XNKBPX8YX29,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,algae,NA,aquatic,NA,NA,percent,volume,NA,0001JR1EEPNXXHXY07SJ93RQM4,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,NA,diatoms,Bacillariophyceae,aquatic,NA,NA,percent,volume,NA,0001JR1EEP9ASGX2NP0805893R,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,plant seeds,NA,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPTJHRPY0JEXBHVMRJ,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,eggs,NA,aquatic or terrestrial,eggs,2,percent,volume,2,0001JR1EEP9J2R0W3F8NN2744P,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,volume,0,0001JR1EEPQAEGRR71TH144NKM,476,0001H8AKSQGJX8N82HEPN4GNZX,1970-02-01,1971-03-01,NA,NA,3.6,NA,4.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,12,percent,volume,12,0001JR1EEPATZ8RXFNARJ24RG0,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,9,percent,volume,9,0001JR1EEPZVK1XY1DSN2AC2WZ,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,3,percent,volume,3,0001JR1EEPJK2KN5HDCN0BB2KE,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEPD7EB7J836AY52YQ3,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,1,percent,volume,1,0001JR1EEPNKGMCJNZ594GB1PK,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPMZM2WHBR0NYF5EKR,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,NA,percent,volume,NA,0001JR1EEPZGQ8AM49JBDYP726,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,cladocera,Branchiopoda,aquatic,NA,0,percent,volume,0,0001JR1EEPKNDV6B6DN53CQE9Q,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,oligochaeta,Clitellata,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPNCECSA1B4G6QJ3C6,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,algae,NA,aquatic,NA,NA,percent,volume,NA,0001JR1EEPGAKW19E76AK3Y7VE,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,NA,diatoms,Bacillariophyceae,aquatic,NA,1,percent,volume,1,0001JR1EEPW1TEYSDNBNQ4NJE0,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,plant seeds,NA,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEPSV2QBZ77QPEC1DC3,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,eggs,NA,aquatic or terrestrial,eggs,0,percent,volume,0,0001JR1EEP3MGRRZ4DFXGMZBNW,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,volume,0,0001JR1EEPD00M519EF54MQYFF,476,0001H8AKSQFFQYWYG361C17FMY,1970-02-01,1971-03-01,NA,NA,4.6,NA,5.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,6,percent,volume,6,0001JR1EEP9GT27W6J9MGEJ1Z1,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,5,percent,volume,5,0001JR1EEPPRVQ866JR2JAPEHD,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,5,percent,volume,5,0001JR1EEPMA2N9ME3XMGC88BT,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,1,percent,volume,1,0001JR1EEP6FKPH2F9J1MGFDQY,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,2,percent,volume,2,0001JR1EEPM8REJKY4QEHGS6VD,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPMEB5ZHS61QBF7090,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPFTA9KPR29QTXYQNT,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,cladocera,Branchiopoda,aquatic,NA,0,percent,volume,0,0001JR1EEPBH86ZXZBJR9YNWDD,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,oligochaeta,Clitellata,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPRCBVDQZ1M7PCANJN,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,algae,NA,aquatic,NA,3,percent,volume,3,0001JR1EEPE0EV69GC0Y6PZJ13,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,NA,diatoms,Bacillariophyceae,aquatic,NA,1,percent,volume,1,0001JR1EEPSZFWH10CPZ8AMGSN,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Plantae,plant seeds,NA,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEP1N5ESXFVVZ35Q58V,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,eggs,NA,aquatic or terrestrial,eggs,0,percent,volume,0,0001JR1EEPRFHV1E79NR486YGS,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,volume,0,0001JR1EEPS7PZJSW8KVZ3V7W2,476,0001H8AKSQ9WE6KNEBA8ZPV2SS,1970-02-01,1971-03-01,NA,NA,5.6,NA,6.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,8,percent,volume,8,0001JR1EEPTJ2339Y55D3BJTW8,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,ephemeroptera,Insecta,aquatic,NA,7,percent,volume,7,0001JR1EEPQ8TWFRHEJF2DCX1Q,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,trichoptera,Insecta,aquatic,NA,3,percent,volume,3,0001JR1EEPRARYX7H9DVN73JMQ,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,coleoptera,Insecta,aquatic or terrestrial,NA,3,percent,volume,3,0001JR1EEP2X6QV7ZE9JTDGK1V,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,odonata,Insecta,aquatic,NA,2,percent,volume,2,0001JR1EEPSWX2A2PGHAF939CZ,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,collembola,Collembola,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEP5RF79CR1XDN0JPZA,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
Notropis zonistius,Metazoa,hydracarina,Arachnida,aquatic or terrestrial,NA,0,percent,volume,0,0001JR1EEPY747CPNG9V77VBTQ,476,0001H8AKSQMCQJ5DB44Q35EK9J,1970-02-01,1971-03-01,NA,NA,6.6,NA,7.5,cm,FL,lotic,lotic,-85.3455963,32.7375222
